16.60	10	38	2.32
16.40	10	33	2.43
16.20	10	44	2.64
16.00	10	60	2.80
15.80	10	71	2.65
15.60	10	80	2.50
15.40	10	90	2.58
15.20	10	95	2.66
15.00	10	69	2.50
14.80	10	40	2.33
14.60	10	34	2.32
14.40	10	31	2.31
14.20	10	68	2.45
14.00	10	114	2.60
13.80	10	130	2.60
13.60	10	137	2.59
13.40	10	116	2.44
13.20	10	87	2.30
13.00	10	69	2.31
12.80	10	60	2.34
12.60	10	78	2.45
12.40	10	112	2.63
12.20	10	147	2.80
12.00	10	193	2.99
11.80	10	280	3.29
11.60	10	341	3.48
11.40	10	308	3.26
11.20	10	249	2.98
11.00	10	187	2.90
10.80	10	132	2.83
10.60	10	102	2.60
10.40	10	78	2.34
10.20	10	47	2.19
10.00	10	28	2.07
9.80	10	34	1.95
9.60	10	39	1.87
9.40	10	26	1.86
9.20	10	12	1.85
9.00	10	14	1.78
8.80	10	15	1.70
8.60	10	9	1.67
8.40	10	2	1.65
8.20	10	7	1.64
8.00	10	12	1.63
7.80	10	7	1.65
7.60	10	1	1.68
7.40	10	1	1.68
7.20	10	1	1.67
7.00	10	3	1.64
6.80	10	5	1.59
6.60	10	7	1.55
6.40	10	8	1.53
6.20	10	6	1.58
6.00	10	4	1.62
5.80	10	2	1.59
5.60	10	1	1.56
5.40	10	3	1.63
5.20	10	4	1.70
5.00	10	3	1.65
4.80	10	2	1.60
4.60	10	4	1.59
4.40	10	6	1.58
4.20	10	8	1.61
4.00	10	9	1.64
3.80	10	6	1.57
3.60	10	2	1.49
3.40	10	7	1.47
3.20	10	12	1.46
3.00	10	7	1.51
2.80	10	1	1.56
2.60	10	5	1.57
2.40	10	10	1.57
2.20	10	11	1.50
2.00	10	11	1.43
1.80	10	6	1.42
1.60	10	1	1.42
1.40	10	5	1.48
1.20	10	9	1.53
1.00	10	7	1.50
0.80	10	4	1.47
0.60	10	11	1.47
0.40	10	18	1.48
0.20	10	18	1.52
0.00	10	18	1.61
