47.60	10	217	3.21
47.40	10	252	3.36
47.20	10	261	3.48
47.00	10	222	3.60
46.80	10	182	3.66
46.60	10	185	3.58
46.40	10	193	3.50
46.20	10	211	3.62
46.00	10	239	3.74
45.80	10	287	3.71
45.60	10	320	3.68
45.40	10	318	3.71
45.20	10	315	3.76
45.00	10	359	3.80
44.80	10	402	3.82
44.60	10	402	3.80
44.40	10	402	3.75
44.20	10	422	3.60
44.00	10	442	3.38
43.80	10	441	3.20
43.60	10	440	2.98
43.40	10	451	2.54
43.20	10	462	2.14
43.00	10	400	1.95
42.80	10	338	1.86
42.60	10	344	2.15
42.40	10	349	2.56
42.20	10	344	2.78
42.00	10	331	2.91
41.80	10	246	2.96
41.60	10	146	2.98
41.40	10	110	2.97
41.20	10	84	2.96
41.00	10	61	2.96
40.80	10	43	2.95
40.60	10	30	2.80
40.40	10	23	2.66
40.20	10	36	2.78
40.00	10	57	2.89
39.80	10	72	2.83
39.60	10	94	2.76
39.40	10	172	2.91
39.20	10	261	3.14
39.00	10	312	3.30
38.80	10	337	3.41
38.60	10	335	3.43
38.40	10	331	3.46
38.20	10	328	3.67
38.00	10	323	3.86
37.80	10	276	3.78
37.60	10	232	3.64
37.40	10	246	3.51
37.20	10	260	3.44
37.00	10	260	3.55
36.80	10	261	3.66
36.60	10	290	3.66
36.40	10	320	3.66
36.20	10	324	3.66
36.00	10	325	3.66
35.80	10	282	3.74
35.60	10	230	3.83
35.40	10	215	3.81
35.20	10	209	3.79
35.00	10	253	3.84
34.80	10	296	3.89
34.60	10	291	3.82
34.40	10	285	3.75
34.20	10	294	3.74
34.00	10	303	3.74
33.80	10	279	3.74
33.60	10	255	3.75
33.40	10	266	3.75
33.20	10	289	3.74
33.00	10	330	3.71
32.80	10	374	3.69
32.60	10	403	3.79
32.40	10	417	3.89
32.20	10	410	3.85
32.00	10	395	3.81
31.80	10	345	3.85
31.60	10	303	3.89
31.40	10	396	3.82
31.20	10	488	3.67
31.00	10	479	3.36
30.80	10	460	3.13
30.60	10	419	3.30
30.40	10	388	3.49
30.20	10	428	3.52
30.00	10	468	3.53
29.80	10	464	3.50
29.60	10	453	3.44
29.40	10	364	3.37
29.20	10	278	3.33
29.00	10	271	3.42
28.80	10	269	3.58
28.60	10	322	3.80
28.40	10	374	3.95
28.20	10	360	3.88
28.00	10	346	3.80
27.80	10	347	3.77
27.60	10	348	3.76
27.40	10	367	3.87
27.20	10	386	3.99
27.00	10	376	4.01
26.80	10	366	4.02
26.60	10	383	3.96
26.40	10	402	3.91
26.20	10	404	3.93
26.00	10	407	3.98
25.80	10	426	4.05
25.60	10	447	4.09
25.40	10	454	4.01
25.20	10	457	3.94
25.00	10	457	3.96
24.80	10	456	3.98
24.60	10	445	3.82
24.40	10	434	3.66
24.20	10	440	3.86
24.00	10	445	4.06
23.80	10	443	4.05
23.60	10	438	4.05
23.40	10	432	4.12
23.20	10	428	4.19
23.00	10	438	4.18
22.80	10	448	4.16
22.60	10	448	4.09
22.40	10	447	4.04
22.20	10	439	4.13
22.00	10	431	4.22
21.80	10	436	4.18
21.60	10	447	4.15
21.40	10	465	4.17
21.20	10	481	4.20
21.00	10	487	4.21
20.80	10	490	4.21
20.60	10	490	4.22
20.40	10	490	4.22
20.20	10	475	4.19
20.00	10	458	4.14
19.80	10	456	4.12
19.60	10	455	4.11
19.40	10	451	4.08
19.20	10	448	4.06
19.00	10	454	4.10
18.80	10	463	4.16
18.60	10	472	4.24
18.40	10	477	4.29
18.20	10	421	4.07
18.00	10	340	3.68
17.80	10	300	3.24
17.60	10	263	2.96
17.40	10	211	2.99
17.20	10	156	3.03
17.00	10	95	2.65
16.80	10	52	2.27
